"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Israel","ISR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1320","1330","1310","1440","1470","1480","1730","1910","","","","","","","","","","","","","","","","","","","","","","","","","","","","18960","18770","18480","19360","19310","18540","18650","20010","21500","22370","24040","26270","27400","29770","31760","32540","34670","36300","36200","36540","37970","41320","43540","42600",
"Italy","ITA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","1060","1160","1280","1410","1550","1700","1850","2060","2250","2620","3250","3930","4320","4510","4730","5270","6740","8430","8710","8220","7630","7760","8030","9380","12160","15950","17300","18660","20370","22960","21590","20860","20670","21830","22300","22220","21990","21890","21170","20710","23350","28270","32430","34250","35900","37910","37870","37850","37900","36200","35550","34890","32980","31950","31340","33810","34870","32290",
"Jamaica","JAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","620","650","720","760","980","1020","1180","1370","1380","1460","1410","1320","1220","1300","1350","1390","1130","920","950","1170","1480","1690","1770","1730","1610","1840","1880","2290","2520","2770","2890","3120","3240","3240","3260","3440","3650","3800","4080","4320","4560","4330","4390","4590","4980","5010","4910","4700","4600","4750","5010","5250","4670",
"Jordan","JOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1160","1540","1810","2040","1980","1750","1730","1670","1870","2100","2160","1560","1270","1090","1240","1280","1340","1420","1430","1450","1480","1530","1670","1740","1780","1900","2160","2340","2510","2730","3110","3380","3520","3620","3720","3830","3920","3950","4000","4080","4270","4410","4310",
"Japan","JPN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","610","700","810","900","1040","1210","1430","1680","1880","2140","2720","3620","4430","5170","5410","5940","7450","9450","10850","11120","10550","10270","10520","11470","13860","18180","24920","27010","27820","28580","30540","33350","36450","41820","43130","40040","34440","33760","36210","36760","34780","35060","38350","40610","39940","38740","38830","38770","43430","46860","49470","48280","43970","38850","37820","38430","41100","41570","40360",
"Kazakhstan","KAZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","1310","1280","1340","1390","1390","1290","1270","1360","1530","1810","2300","2930","3860","4980","6110","6790","7440","8280","9940","11840","12080","11380","8770","8040","8070","8820","8710",
"Kenya","KEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","100","110","100","120","120","130","140","130","160","190","200","230","250","250","280","320","390","450","450","390","340","310","310","340","370","410","400","370","350","330","270","260","270","340","390","430","430","410","400","380","400","450","510","580","700","820","820","920","1000","1050","1110","1230","1300","1460","1510","1680","1830","1840",
"Kyrgyz Republic","KGZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","450","370","360","390","390","360","300","280","280","290","340","400","450","500","610","760","860","850","880","1040","1190","1250","1180","1110","1110","1220","1240","1160",
"Cambodia","KHM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","320","320","290","300","300","310","320","350","400","460","520","590","670","700","750","810","880","970","1020","1060","1140","1230","1380","1530","1500",
"Kiribati","KIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","870","860","690","660","790","780","590","540","520","550","640","670","720","960","1030","1020","1050","1150","1090","1340","1470","1300","1330","1340","1250","1310","1480","1700","1710","1820","1930","1900","2050","2090","2620","2980","3220","3470","2920","3020","3100","3430","2960",
"St. Kitts and Nevis","KNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1370","1670","1850","1940","2010","2240","2510","3070","3690","4390","4660","5220","5260","5710","6190","6710","7310","7690","8080","7830","8280","9120","9440","9370","9270","10390","11640","12440","13050","14850","14620","14690","15450","15470","16610","16490","16410","18510","18840","19790","21160","19080",
"Korea, Rep.","KOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120","120","130","130","140","150","190","240","280","310","340","430","550","660","810","970","1280","1680","1870","2030","2050","2170","2340","2480","2850","3530","4520","5380","6450","7570","8310","9010","10090","11820","13320","13550","10330","10430","11030","11950","12850","13790","16200","18520","20800","23440","23860","22040","22290","23590","25660","26980","28160","28720","29330","30300","32730","33860","32960",
"Kuwait","KWT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20520","20870","21480","19680","16870","17980","18660","18930","22600","28510","35220","42300","47580","51710","45000","42490","43790","49690","53060","51000","41820","35330","31400","33430","36290","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","449.475029711915","464.596625080285","498.824964824913","532.64992869237","563.876660306743","618.548396374864","681.238381129087","827.274819224922","1058.51793692964","1249.55153546329","1327.90779973375","1362.15930025165","1478.19025226061","1735.13011938458","2012.34072193229","2166.44076539143","2061.70152553203","1814.1519689705","1731.63848868313","1675.36546953713","1738.64062250722","1895.54297909968","2036.48191507354","2066.82266153496","2123.12846490021","2314.19762477018","2621.27275377832","2875.87649779325","3279.49790975241","3497.16172463209","3880.56088848462","4191.73282408506","4170.61842949711","3946.69526965472","4016.96956722731","3872.72662988497","3642.2459032478","3651.51659105878","3928.48669468054","4377.79628129869","5032.6711202785","5862.52902344248","6743.04116939452","6878.66554764844","7627.65352228845","8469.26509305667","9354.50829642384","9799.05305564653","9628.12950583696","8814.30301545479","8086.43342295137","7959.40187594326","8241.90763805261","8317.39169676381","7211.51047192378",
"Lao PDR","LAO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","550","430","250","210","190","210","250","280","310","350","380","370","310","290","280","310","320","340","390","460","510","620","750","890","1000","1140","1370","1610","1830","1980","2130","2260","2480","2540","2520",
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1700","1920","2220","2610","3160","3720","4000","4250","4490","4600","4460","4200","3790","4730","4890","4860","5410","6060","6870","7470","7560","7560","7640","7550","7300","7250","7490","7750","7420","5370",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","180","210","250","290","330","390","430","460","520","570","650","650","650","640","640","630","610","570",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5170","5160","5140","6860","8600","10400","12200","12090","12380","4690","11550","10750","7610","5690","4550","5410","6800","7720","4960",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1530","1510","1660","1940","2500","2830","3330","3570","3730","3850","4400","4420","4510","4650","4850","4760","4930","5150","5250","4990","5010","5370","6000","6230","7260","7500","8090","8020","8170","8820","8850","8790","8840","8740","9430","10060","10720","10950","8560",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","488.735718310861","503.328604587113","538.342226017891","573.217077285482","610.006899477089","668.802809330879","734.939863041219","888.996099347607","1129.63210471565","1308.70840662133","1388.28915750335","1427.61064017606","1557.03699387257","1831.65181391789","2131.16339769558","2317.86899617935","2202.74665973776","1940.86795019222","1852.35838425185","1791.86776014569","1859.14504822359","2003.62738942502","2149.09147671132","2149.7447727957","2209.78359136415","2397.18699094577","2708.77956899485","2953.63228040193","3330.33532547101","3570.82145188326","3948.85455833297","4271.90743287805","4251.66540671111","4055.49593313398","4151.55758520638","4035.35773234513","3784.22806286066","3772.93869017601","4092.30949577115","4581.62388073371","5275.77651478507","6155.48404728847","7096.57964995197","7266.15862636502","8049.57519393522","8877.5378316301","9790.47194478276","10197.8141830749","10091.6872096307","9129.03704956043","8413.95224792151","8301.25371725166","8634.31044789321","8740.02209473071","7612.87459052624",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","212.725250412056","238.677123955208","276.654084119924","294.675831124346","300.959628351186","298.836810207313","317.843460882936","320.930320722133","330.917441230778","335.681552159103","379.075474044158","425.513206503513","480.707504875326","527.891149717025","620.498473163638","765.322725196014","906.605998919024","1072.99222304991","1416.04541593109","2039.43860636871","2741.96577412734","3402.22010089286","4313.88971737116","5660.27536041467","7089.60526762762","8294.74244654073","9294.14826116071","1202.98940274725","1025.46689527748","1020.5527597883","998.983108693084","983.802605510477","992.679280870086","1044.27995436598","1088.96977525314","1060.90549248449",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.110371206701","459.443403046613","399.911788314359","400.939636323823","403.50673502467","413.877719812133","402.369868776717","397.2429547254","402.183723366908","420.711211627634","443.131221208201","480.089404677408","548.647167834879","614.620126364095","691.465455748778","791.039255527667","908.728208476599","994.473226830402","1052.42368266477","824.064747035801","711.225949853573","683.230735978898","702.973421771625","684.943788552504","660.531337407533","647.136995498484","656.920844101787","680.947559589123","666.24309582758",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","5120","6500","8210","10150","11190","12370","14760","18510","22610","22620","20320","18770","19020","19730","22870","31170","41490","43620","45470","47570","54350","56680","62010","70050","78570","80150","77660","78660","78870","68260","65050","68450","78700","92710","104050","112190","121900","116440","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","130","130","130","150","170","160","170","170","170","180","210","250","270","260","260","240","260","280","300","310","310","330","370","410","430","460","440","460","490","550","600","640","690","740","800","820","840","870","830","840","940","1060","1210","1360","1550","1790","2010","2410","2850","3360","3490","3640","3760","3810","3870","4040","4010","3720",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","113.555790282539","114.783976484593","124.279976218899","134.039728239365","140.476530796455","150.799804566516","175.365135291828","218.750796677254","261.579608958449","287.103191247169","301.638517281787","327.26276360793","370.051739181755","424.874134574669","473.515892732327","505.425325506128","503.724286205152","480.142847948146","487.668242918774","507.458144919844","536.193713498568","551.587683257202","530.888206817605","527.587019484073","531.444258517979","537.390283177709","524.276028798529","529.825629713009","575.38120576752","636.036284923193","669.781564024145","644.418486660833","671.749228278655","714.889706121541","774.679697251835","833.123672320675","987.237345491682","1258.16364228479","1557.38999186459","1853.7117621851","2264.85151334257","2808.12222275536","3333.29301945178","3827.0109894567","4287.27470872877","2113.34192748197","2144.96281312535","2170.65615250361","2125.22000590983","2133.81659486303","2177.93127578759","2292.28501361799","2361.9857605486","2217.14124073976",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","143.396824365725","157.515114364451","171.362611453176","179.359921439778","179.78416752003","184.465055527008","200.747374978979","217.32219949222","229.697456517716","247.542983165014","295.410465759519","366.320078617072","433.560430190004","455.854864539268","474.442168253037","510.083328664767","585.505608423568","668.205799754314","721.527650053812","718.03794523039","678.749494945584","664.833488431061","672.940811686426","706.170395611314","763.018015618958","807.189757953031","800.571365159769","831.822166855021","836.752888603751","878.35258708657","904.510880347608","948.210002046629","1015.39523052219","1117.12658008135","1192.05112095486","1159.37011067033","1152.4627069847","1207.92284406949","1234.8752479453","1275.97223330715","1422.5863197665","1710.00112745931","2042.86167476126","2405.19358644883","2889.89532546171","3490.58492210428","3904.50945823724","4419.9684485254","4918.74974682378","4196.30775136192","4496.27902503674","4632.98137537884","4510.76837763569","4417.65082296218","4495.18672763275","4801.375250846","5036.04347110011","4843.01692358597",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","80","80","80","80","90","90","100","150","220","230","280","310","340","400","440","510","610","540","490","410","390","420","500","520","550","580","650","660","680","690","700","690","620","610","580","640","590","670","810","1020","1130","1300","1290","1190","1270","1360","1500","1460","1350","1310","1270","1190","1230","1290","1100",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","200.82162481235","198.015981976641","202.52821999748","224.693866532254","250.119192947018","266.714828807689","291.802388078813","352.264380547683","424.121187995511","486.509791028695","500.313575755384","533.883263416701","582.096078481668","670.784355891464","747.439583290846","769.975852100687","750.324643851634","699.121510403504","715.819733257469","734.12640001456","798.32578957756","875.985158709223","962.462997426262","995.375287239119","1004.40693166874","1061.98173581745","1085.27204365527","1110.85925303136","1185.0229221016","1349.78262698841","1555.40861558356","1703.04700346142","1650.59184036823","1587.8523809324","1632.05985295297","1642.94584764242","1720.04233756958","1915.18335308123","2273.3464595691","2688.24022286272","3188.09080482605","3873.66773043843","4697.64989283965","5131.41297735895","5766.45575702138","6493.59261994853","7453.60017220788","8245.26921466916","8647.28418882031","8470.16950455631","8311.56314455264","8516.40204480176","9307.60367549373","9975.63918058715","9857.605316378",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2860","2980","3210","3450","3820","4700","6010","7560","8800","10600","12680","12460","12570","13320","14100","15340","16070","15180","14890","15270","17450","19050","19620",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1630","1680","1870","1920","2020","2070","2240","2560","3220","3440","4050","5200","6850","7890","8470","9030","10600","12870","15390","15400","14850","13410","12990","13050","15520","19980","25870","28540","31330","35170","38990","40050","41330","45760","48560","49360","46350","46520","45650","44950","42400","45930","62490","73070","71300","85660","85830","70430","77410","79040","87890","85120","86710","73480","73670","75710","79440","77040","80860",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2720","2870","2990","3320","3600","3940","4670","5830","7390","8930","11230","13530","14120","12650","12740","13800","14850","15330","15100","14790","14850","16530","17790","17880",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","4770","4600","5220","6510","7490","8080","8980","9990","12570","14310","16030","17430","17490","17330","15700","14640","14720","15760","16290","17840","22220","23950","26190","34150","33780","36100","45260","54490","60790","69510","72140","62080","63700","69960","76480","75690","",
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","220","240","250","270","290","350","440","540","580","600","650","780","980","960","940","790","730","680","770","860","1080","1110","1160","1240","1270","1230","1350","1300","1510","1460","1460","1410","1390","1400","1370","1540","1830","2070","2240","2380","2700","2880","2930","3000","2980","3090","3060","3020","2880","2880","3090","3200","2980",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","580","510","490","500","590","710","910","1120","1280","1440","1870","1950","2380","2730","3140","3620","3740","3300","3180","3330","3920","4580","4560",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","500","510","520","480","430","400","400","370","340","300","310","280","290","290","290","280","300","300","300","280","290","300","280","340","340","340","330","380","450","470","470","480","500","520","520","490","470","470","500","520","470",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1860","1980","2070","2240","2620","3400","3770","3460","4540","4480","5420","5460","5960","6590","6630","6800","7320","7650","8070","8600","9210","9640","6490",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2477.29905142736","2709.2149740278","2880.3334741324","2897.34096099516","2895.71418817702","3061.31331291283","3166.18421230493","3133.3133260659","3358.51609115128","3856.86952534053","4382.41960062792","5015.3882684142","5768.42147901329","6712.26746781637","6961.78768928411","7417.11640679165","7521.04154941865","8269.17529231565","8666.55338351033","8629.63409636183","7957.20162177805","7567.8337147829","7162.05483908649","7307.35469228948","7446.76048843554","6869.29350469036",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","360","390","440","480","510","560","610","640","680","730","820","990","1210","1460","1540","1480","1590","1890","2560","3270","3000","2400","2200","2270","2080","2040","2090","2370","2790","3250","3770","4490","5310","4790","4620","4660","5000","5510","6210","6740","7100","7360","7820","8050","8690","9250","9780","8820","9040","9310","10050","10270","10500","10160","9390","8920","9180","9470","8480",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","2690","2590","2690","2830","2960","3110","3100","3130","3280","3440","3310","3450","3280","3470","3550","3570","3470","3880","4040","4290","4250","4440","4840","5050","4940",
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","136.096875357241","146.784385864309","161.57486031108","175.93218069671","184.269260397308","184.641859240414","189.469482215506","206.436266194308","223.62355870728","236.430612805635","254.950698945171","304.497205757427","377.652829692238","446.846315726414","469.799110679011","488.82413577743","525.951506477766","603.998346977124","689.834281327125","745.63833896763","742.690384002032","702.713911319669","689.208012497997","697.840417254572","730.894037455451","787.642086634786","833.573809469856","827.701365070207","862.94003716812","869.741667964929","915.381916639242","944.719940299372","993.873679214645","1066.16515732701","1175.31114313958","1255.74828858711","1222.30503312881","1216.17031266966","1276.43854505827","1305.2920783226","1349.27668903966","1506.80405982305","1815.26184822453","2174.11529894519","2565.07070065698","3088.68604415698","3738.80421676543","4188.65440713463","4753.36270188117","5327.41866937434","4548.98390189679","4886.9285274986","5041.11279478654","4913.68411740488","4818.98958711662","4912.13676598432","5257.17026066473","5522.64071134125","5317.67679180932",
"North Macedonia","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750","1460","1400","1790","2190","2220","2010","1910","1920","1820","1850","2110","2590","3020","3350","3620","4370","4650","4740","4840","4770","5030","5220","5130","5000","4940","5500","5890","5750",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","290","350","400","460","500","530","610","660","700","730","730","780","810","800","780","770","830","870","830",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","7940","8720","8570","8600","9250","10010","10530","10260","10710","11400","10950","10710","12170","14100","15660","16350","17580","20410","20310","21370","22120","22160","23370","24560","25230","23590","24140","27090","28340","25370",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","60","60","60","70","60","70","80","80","80","80","80","100","120","130","140","140","160","180","190","180","170","170","170","180","210","240","290","380","510","690","930","1250","1720","2260","2840","3520","4810","6750","8750","11100","15950","24730","34960","44910","58830","79820","103370","124180","142160","6320","2260","1430","1170","1200","1180","1220","1270","1350",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270.96209279087","1456.69995545887","1583.78627413776","1637.73181230448","1693.27387147009","1773.82191329421","1826.89134870436","1809.87927643718","1891.38563568634","2145.05108827167","2420.26977596449","2756.54768677717","3223.12775562631","3794.36502008937","4167.08440311904","4522.58024558681","4279.93205887881","4565.98318598698","4625.61051009275","4482.29904465583","4039.42927940866","3957.27319104614","3730.33804820001","3572.58345936687","3462.47847012116","3096.37013582196",
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","2440","3100","3660","4320","5120","6470","6740","6920","7260","7000","7330","7320","7250","7090","7400","8430","9130","7900",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2590","3650","4330","4210","3800","3490","3240","3690","3850","3740",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","190","190","210","250","290","330","320","320","290","320","360","400","420","460","500","540","520","540","600","670","690","640","530","470","460","490","460",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","180","230","260","260","270","290","280","290","280","290","340","480","510","540","550","570","640","710","720","670","640","610","580","610","670","740","760","730","810","920","970","870","900","970","870","830","820","730","650","650","710","800","940","1140","1220","1380","1450","1500","1600","1760","1850","1750","1640","1510","1530","1640","1720","1670",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1010","1220","1240","1280","1190","1070","1030","1060","1250","1620","2060","2220","2430","2620","2990","3120","3230","3470","3780","3900","3780","3660","3900","3970","3960","4410","5170","5600","5930","6490","7400","7800","8080","8400","9550","10520","10820","10700","10640","10980","12270","12890","10230",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","60","60","60","60","60","70","80","90","110","130","130","130","150","170","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","410","450","490","460","410","370","350","340","370","430","550","580",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","240","250","270","300","320","330","340","350","370","390","440","570","750","860","920","970","1130","1450","1790","1930","1860","1810","1950","1920","1860","1960","2140","2260","2400","2560","2880","3230","3600","4050","4500","4620","3640","3380","3460","3550","3790","4160","4740","5270","5840","6630","7510","7600","8260","9050","10180","10840","11140","10680","10150","9950","10650","11260","10570",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3189.39184125008","3317.42539838757","3503.42609807508","3762.63503019986","4066.78662067021","4235.24572668697","4594.90991478977","4911.48302756376","5063.42879052276","5434.19134164939","6066.89774327109","7043.36946677329","7711.49719771022","8213.97669992241","8648.61767139745","9256.5560886489","10385.375787436","11773.6146928688","12913.0085037813","13853.159459873","13709.850148855","14045.9819767837","15624.4659401124","16835.7555354668","18419.7116934281","20615.6353333528","22630.7145921954","22875.5977511668","23149.4551460941","23355.7024949968","24713.5674676875","25400.2538747008","26624.4266539048","27959.6076088334","29149.247811591","30110.3444529355","30855.6521992239","32453.7974743382","34661.7516985721","35384.6679471852","35968.9101261423","38420.6739873927","42193.4501143121","45073.8751738441","46945.4711247429","47993.8460270397","48763.1679863502","47382.0328835956","48687.2984766874","50295.4186842418","52616.5579038238","53872.3562482491","55450.9492609568","55739.2716738503","55805.2060127665","57600.9292761167","61611.4973475876","63972.4064608947","62380.7715406982",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1980","1840","1670","1320","1340","1600","1690","1850","1990","2150","2300","2200","2270","2460","2510","2500","2370","2240","2240","2090","2010","2280","2900","3530","4030","4230","4320","4250","4500","5130","5730","5950","5790","5310","4740","4620","4920","5160","4500",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","4000","5280","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14540","14760","15200","16070","15880","16320","17720","18240","17810","14520","13650","13210","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","390","360","290","210","220","250","270","330","320","340","360","420","390","300","260","240","240","250","240","220","220","220","250","280","330","360","380","440","480","520","520","550","570","590","560","530","520","570","590","550",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","560","640","760","970","1260","1450","1130","970","790","710","680","550","560","510","510","360","310","310","390","440","440","460","470","530","630","710","870","1030","1350","1610","1970","2050","2150","2180","2440","2690","2940","2820","2430","2090","1960","2030","2000",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","160","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","680","700","690","750","860","680","360","310","220","240","290","450","610","880","880","880","930","960","970","960","1000","1080","1160","1200","1290","1390","1380","1460","1570","1670","1740","1830","1890","1960","2030","1970","1900","1850",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2550","2890","3290","3850","5070","6370","7630","8350","9100","10460","12760","14830","14000","12350","11070","10730","10330","11690","14720","18570","19540","20320","21280","23520","24040","25370","27690","29750","29800","28260","28670","28810","27390","27020","30950","37280","42050","45910","49110","52670","53670","53910","54480","52940","52950","51980","49820","46900","47110","51250","53180","51060",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3120","3570","4230","5320","6750","8380","9150","9960","11110","13110","15650","16410","15750","14930","15140","15710","17550","20830","23970","25080","26500","27820","30780","30210","30850","32690","35790","37910","36100","35540","36540","38220","39890","44750","54140","63830","70020","78470","87470","87830","88490","90330","99110","104190","104370","92910","81370","75650","80320","81620","78290",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","70","80","70","70","70","70","80","80","100","110","120","120","120","130","140","160","150","140","160","160","170","180","200","210","210","210","200","190","200","200","210","220","210","220","230","240","240","260","280","310","340","370","430","480","540","630","770","860","880","890","880","990","1120","1230","1190",
