"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6700733259579","93.9433825846188","104.557320127693","109.336417336177","105.386701162557","106.577955095669","103.989374123628","111.350848728216","117.976802704261","121.910235966455","125.776016758564","141.990443909997","164.531342742006","187.663249454069","181.740834444553","184.702314588174","203.532551799868","222.243562182332","267.037063503906","293.210574942809","287.268907670346","281.227114492436","279.332843139941","288.94520835769","308.495276425404","343.547891133722","381.490565732711","378.899463369982","375.433221617181","347.969569999589","349.699297748942","335.413292107081","349.287097686362","374.679900439589","406.156498005592","414.144147706116","415.453423666831","435.830232587089","445.118133308499","454.66417875294","461.423611885047","513.934640240062","599.663520173339","688.323795779158","762.135263865663","871.011929412646","949.191618084277","1053.0155009219","1147.1261430674","1277.12953726096","1390.20974946633","1437.08942963523","1480.67258521287","1525.61781104278","1603.34842695153","1733.68592577345","1904.44948252117","1996.16036723513","1834.91346251636",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","116.750064873037","123.44906720636","129.301974764084","136.759987271446","141.985651438116","145.648487108597","152.015154408528","164.740589148056","185.376234089095","197.574849440448","210.731841172841","243.995932340563","319.237173318846","372.817953463022","399.762527032987","411.188636336696","432.641497819392","506.362788174915","604.274431505337","695.329746630279","730.147468860251","718.71052276822","631.505294428009","569.858598852519","547.640304532787","585.259297490185","635.02581813872","621.295400844207","607.226235710678","615.659429204982","620.998688982156","595.85403517421","579.776637521248","603.15319248723","617.459701422336","634.70933537316","599.76201521723","588.055821414882","580.9261526557","574.542728079879","583.5040942139","638.647609912175","777.003020041801","952.378410855567","1104.84477874708","1238.6261380505","1389.94153067141","1428.11831515573","1491.88069085122","1579.11308189681","1709.90766157964","1790.78324850913","1838.78450083043","1745.02650511486","1592.79703662702","1508.84861414378","1540.76762464862","1588.35757692714","1505.06737030243",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","18910","16880","15980","15990","16580","15420",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2450","2900","3160","3330","3540","3860","4070","4210","4130","4320","4360","4380","4190","3980","3750","3730","3580","3300",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3440","3590","4320","3580","3590","3950","5270","6820","7880","8950","9850","9640","10490","11310","11960","12600","12630","12030","11260","10970","10510","9690","9050",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4830","4400","4730","4430","5560","4670","5440","5060","4810","5440","5620","5820",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1030","1100","1080",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","260","280","310","350","390","430","550","680","850","830","800","820","830","800","740","750","790","800",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","2280","2090","1820","990","920","860","890","850","760","700","730","790","980","1270","1540","1950","2590","3210","2840","2980","3110","3500","3800","3560","2650","2310","2380","2800","3370","3540",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","171.415402944189","187.2406478607","209.802510210559","233.296827107368","252.577933725603","251.14119154032","259.64474360101","283.759528881631","308.058079993443","327.179960746571","353.723193917142","428.368738954077","530.117198626609","624.499793081101","642.139981278903","665.384403199876","713.479427426984","828.184912667584","944.607110790889","1004.81000996102","959.058663419603","876.257782907674","878.335706403888","888.517512583749","936.028194027578","1023.95903695898","1106.15657105691","1122.48166681087","1210.65597961423","1222.78234325737","1312.80278312545","1389.54770083128","1488.06891227467","1593.75284284367","1759.84333544181","1896.24492956088","1859.31910516128","1821.35683126757","1906.16348525473","1905.50691922918","1938.37021510788","2105.33350224098","2463.00212365323","2897.78117776479","3407.47524480382","4073.38911626669","4861.34783058822","5229.54581220109","5890.58784762922","6614.58270344974","7581.60806505801","8323.64155688088","8662.98189314659","8456.67139010895","8254.55853599419","8434.06349146924","9105.16858928019","9658.65839766098","9412.22749303249",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13330","15330","15790","15620","15440","15920","17270","17760","15790",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31260","32020","33670","35960","36720","37310","39780","43520","46180","47850","48520","49090","47830","49140","50630","52780","53980","55800","56640","57130","59240","63490","65970","64550",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1410","1730","2160","2430","2600","2740","2790","2470","2110","1870","1740",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1330","1450","1660","1950","2030","2150","2200","2480","2710","2660","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5910","6260","6320","6090","6130","6400","6560","6390","6560","6800","6990","7400","7460","7310",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","130","110","130","160","190","250","300","330","340","350","380","400","420","460","530","630","720","840","980","1110","1250","1370","1540","1720","1880","1950","2020","2120","2380","2570","2650",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","940","840","800","900","930","980","890","990","1110","1240","1120","1150","1150","1210","1240","1330","1390","1450","1430","1430","1370","1230","1360","1590","1780","1990","2100","2460","2530","2600","2800","2830","2960","3000","2820","2830","2900","3170","3450","3190",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","481.820286667189","508.726781324994","544.915009031734","586.559647090143","629.170582415075","656.529351571635","704.611575806847","760.363724454434","803.283024599151","864.109653889024","971.363343595777","1173.71649374081","1374.47857829352","1541.65903655507","1621.90199352203","1719.32524879086","1929.57157740511","2282.74168066086","2613.74604391123","2719.10808584292","2589.67958560888","2455.80515812976","2498.86799226819","2576.80337421634","2846.8347140782","3324.19090683149","3926.75046294034","4063.20477514331","4211.14936755053","4330.7437591365","4649.4989016327","4735.98901280284","4936.6887510345","5246.02550766965","5517.49356712798","5572.46572020018","5341.18023168366","5356.50466770169","5557.17014490263","5550.15713205243","5524.97937649159","5962.00732151874","6844.2967102831","7639.61155246272","8208.70460893643","8831.92640146481","9582.15086587422","9784.31931181763","10366.13601824","10959.7057943782","10549.1999603447","10890.4309367164","10998.2931625041","10638.7924463694","10378.0716732142","10453.8744649728","11134.2270671392","11538.1587012804","11065.8899461672",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","510","480","500","530","550","580","570","540","","","","","","","","","","","1520","1660","1990","2320","2560","2850","3060","3030","3230","3510","3660","3800","3820","3960","4110","4070","4050","4230","4050",
"Kosovo","XKX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3390","3540","3800","3910","3930","3930","3950","4300","4640","4480",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","460","380","320","300","330","370","380","430","480","520","550","610","700","810","890","1010","1100","1200","1080","1260","1440","1460","1200","1160","1080","910","","",
"South Africa","ZAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","460","490","520","560","590","650","690","740","800","870","920","1110","1400","1610","1560","1500","1610","1940","2500","2880","2770","2520","2460","2130","1990","2210","2670","2830","2860","3000","3250","3490","3740","4010","4050","3990","3590","3480","3420","3190","2990","3280","4180","5610","6310","6630","6660","6510","6880","7760","8370","8070","7370","6610","5990","5910","6340","6670","6010",
"Zambia","ZMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","190","210","270","280","330","370","410","450","440","440","450","580","590","570","500","490","510","610","690","610","500","420","340","250","260","330","400","430","390","360","380","350","380","400","400","360","350","330","350","360","410","460","560","720","900","1180","1280","1340","1420","1690","1760","1800","1580","1370","1300","1440","1430","1160",
"Zimbabwe","ZWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","270","260","280","280","300","300","340","400","410","450","530","670","730","710","650","650","730","900","1060","1040","960","830","740","690","700","810","840","860","850","700","640","630","620","690","700","620","570","510","540","490","440","450","460","440","420","330","480","700","1060","1260","1320","1370","1390","1390","1350","1350","1210","1140",
